,logo,Team,League,Elo,Avg Wins,Avg Losses,Make Playoffs %,Win Division %,Win World Series %
10,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/HOU.png&h=60,Astros,AL West,"[1576.9770984819797, 1573.8281347882682, 1575.7216297786613, 1577.589547626957, 1579.3674147354723, 1576.1219009750384, 1577.9191738461354, 1579.697144795657, 1581.4517328927102, 1583.1833851195631, 1584.5584411159064, 1585.9177716069655, 1587.261667673378, 1589.2916434628191, 1586.293501242331, 1583.3369315253592, 1584.6508101067293, 1585.9500893922457, 1587.235035526516, 1584.0286053674984, 1585.8648527136256, 1582.6766067577498, 1584.513722139434, 1586.3263277266683, 1588.1148897845608, 1584.879866762164, 1587.177780003967, 1584.4428767048666, 1581.7470389040693, 1579.0898030865649, 1576.160233373465, 1578.2716937975615, 1575.3535591807413, 1576.7814163510916, 1578.1925635342434, 1574.5873134067558, 1571.3048195056795, 1568.0651849959286, 1564.8683227982397, 1561.9752659469611, 1564.1229171941268, 1566.2403294235119, 1563.8952017113604, 1561.5836634511736, 1564.305166762758, 1561.3349370623234, 1563.406069134379, 1565.4483327744679, 1567.4476210733965, 1564.4193561901277]",92,70,85.0,71.0,12.0
11,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/LAA.png&h=60,Angels,AL West,"[1487.8249756472287, 1485.9314806568357, 1484.06356280854, 1486.8504796145105, 1484.5977481302814, 1482.3770759929487, 1485.1142255626103, 1482.812283643957, 1480.54322496784, 1483.3065011632625, 1485.8694149489345, 1483.3954577844975, 1485.9570921758543, 1488.707049427291, 1491.4177684018134, 1494.0897062809565, 1491.3314913473432, 1488.612608059202, 1485.9326028094047, 1488.399016004947, 1485.8299502191405, 1488.297840449124, 1486.4607250674396, 1484.6481194802054, 1482.859557422313, 1486.0945804447097, 1488.470074400683, 1490.8114923720977, 1493.1193809092981, 1495.8558599629462, 1493.553255278708, 1496.283544797098, 1498.7826273589485, 1501.2457479071995, 1498.6734387999984, 1501.138130370336, 1502.9042918546463, 1499.6472961536292, 1501.4331128847998, 1499.5161785844957, 1497.6252625939956, 1494.6676256262117, 1496.751250813594, 1493.8057815117686, 1496.252104467774, 1498.663251196952, 1496.039761877048, 1493.453960732717, 1491.0159004649374, 1488.6128906781473]",80,82,3.0,0.0,0.0
12,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/OAK.png&h=60,Athletics,AL West,"[1422.5954631965828, 1421.0236890142155, 1419.4713503930016, 1417.3200954852048, 1420.1991432737193, 1418.0376124556883, 1415.906565456031, 1413.862962426282, 1416.847726815858, 1414.7910179550286, 1413.4159619586853, 1412.0566314676262, 1410.7127354012136, 1409.0355740776683, 1407.379865521688, 1405.7451985690248, 1404.1311700767094, 1402.8172914953393, 1401.518012209823, 1400.2330660755526, 1403.8863089529484, 1407.4977658048997, 1406.0671393916284, 1403.983754250851, 1401.9294592637195, 1399.9037267431256, 1397.781540045283, 1400.6891400799527, 1403.555901047014, 1406.8860858559874, 1410.1733624213975, 1413.417772389657, 1417.0516558496518, 1420.6436096290615, 1419.1933576513381, 1417.7602361861286, 1415.914521724196, 1414.0934803486384, 1412.2966431140417, 1410.5271608348526, 1408.7808992156092, 1407.0574141556772, 1410.5473909675545, 1408.994684841038, 1407.4610505556207, 1410.9894967603293, 1409.4754083334901, 1407.9796571216805, 1411.0365751780905, 1414.051523599024]",52,110,0.0,0.0,0.0
13,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/SEA.png&h=60,Mariners,AL West,"[1531.2611431195871, 1534.1283912916754, 1536.9551724347791, 1533.9396232031586, 1535.9657707537856, 1532.9638705201135, 1534.9771120697792, 1536.9625430870828, 1533.9206773373342, 1536.2905213726995, 1533.6263792979182, 1531.0004475113362, 1528.82205395263, 1531.6744399298664, 1529.4865026417706, 1531.163663965316, 1532.8193725212961, 1534.4540394739595, 1536.0680679662748, 1532.8951418596637, 1534.7647739871006, 1536.609279746962, 1534.3409799624637, 1532.105002289902, 1534.900799083573, 1532.049135152177, 1529.23778741079, 1526.4663476534781, 1528.7910148176165, 1526.082425081067, 1523.345946027419, 1525.648550711657, 1522.918261193267, 1525.1087719066368, 1527.2682917734292, 1524.3973632127702, 1526.6300840539718, 1523.8310860560882, 1526.0718659124311, 1523.7893846447103, 1521.539463161238, 1524.321553394366, 1526.8313894185574, 1524.3051070179854, 1521.815179720806, 1523.5558846009178, 1520.2739192745148, 1517.0348125118292, 1514.9186975952123, 1517.8322609847294]",81,81,6.0,0.0,0.0
14,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/TEX.png&h=60,Rangers,AL West,"[1467.2802840575446, 1465.2541365069176, 1468.2560367405897, 1470.4072916483865, 1467.528243859872, 1469.689774677903, 1471.8208216775602, 1470.0462920065615, 1473.2950794468547, 1471.5010726070539, 1473.8809116088116, 1476.2266057139343, 1478.53870121469, 1475.7763634604278, 1478.0534035914336, 1480.2979749353988, 1483.127830413508, 1485.9175873284598, 1483.6676652946437, 1486.0465071818135, 1488.3912199706454, 1485.702350014144, 1488.55401394554, 1491.3653616869271, 1494.136801444239, 1496.7385993350215, 1499.3029964138057, 1496.830501990663, 1494.9360788123379, 1498.0672502776183, 1496.1560445270902, 1493.6569619652398, 1491.1938414169888, 1493.76615052419, 1491.3014589538523, 1489.2571983238681, 1492.2413171258822, 1495.1839675488147, 1497.6138396720494, 1495.0087866212402, 1497.4411778873475, 1500.3734693801262, 1498.2647076386268, 1496.1854926025235, 1493.3596902546394, 1495.5739451926825, 1497.7567981845139, 1494.9087937556296, 1492.909505456701, 1495.9377703399698]",88,74,67.0,28.999999999999996,1.0
15,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/ATL.png&h=60,Braves,NL East,"[1580.4699934766131, 1582.5016384167084, 1584.5051347495398, 1586.56493222641, 1583.596067083294, 1580.9005178992065, 1578.243567194006, 1575.624736008859, 1577.3992656798575, 1574.1504782395643, 1575.9444850793652, 1578.1228786380714, 1575.270492660835, 1577.4584299489309, 1575.1812764828085, 1572.9365937015941, 1575.7238336764399, 1577.678634676581, 1574.6067084598915, 1571.576842888199, 1573.5887721373701, 1569.9355292599744, 1566.324072408023, 1567.7546988212944, 1564.724344096934, 1566.735787476053, 1568.7194534391604, 1570.8865514697109, 1573.0230678422772, 1575.1295424742987, 1576.5541618079044, 1577.9621318165407, 1574.3537638532823, 1570.961462599159, 1572.6120548123995, 1574.2417034657215, 1575.861047500895, 1577.460046492195, 1579.0390897227069, 1580.598558592239, 1582.6412320547129, 1584.6555550823155, 1581.414642934883, 1583.2165062749352, 1584.9945307953728, 1586.8369117871675, 1588.6546829741096, 1590.4483122664856, 1592.2756151156862, 1594.0785946975566]",106,56,100.0,100.0,23.0
16,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/MIA.png&h=60,Marlins,NL East,"[1458.1585271410484, 1455.7935685313043, 1458.4625180765524, 1461.0931970423637, 1458.437137891216, 1455.8191869588622, 1458.2388514016377, 1460.466868795264, 1462.6632478258543, 1464.8285340369614, 1462.6702882663021, 1465.5424684865193, 1463.374134762794, 1460.7617950198567, 1458.1869964938292, 1460.6492328386769, 1458.0760527937146, 1460.8342677273279, 1463.553151015469, 1466.2331562652664, 1463.9842934427497, 1466.7674243763558, 1464.5109480779251, 1466.5943332187026, 1468.648628205834, 1470.674360726428, 1472.76732579266, 1474.8310279259924, 1476.8659964633596, 1474.4620626853857, 1477.09265265031, 1479.6854616825708, 1477.494950969201, 1475.3354311024086, 1478.2063596630676, 1480.2692041985472, 1482.3033307200694, 1484.3092631688571, 1487.2865991294357, 1485.2225183427838, 1483.1871780307688, 1485.3299031994848, 1482.4424765300446, 1484.595706307643, 1486.71859852718, 1489.3841563399837, 1492.0114860772217, 1494.6010773897606, 1492.77377454056, 1490.9707949586896]",85,77,47.0,0.0,2.0
17,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/NYM.png&h=60,Mets,NL East,"[1529.2683020430484, 1526.1962464259464, 1523.0547803463342, 1524.9557393990312, 1521.830980642142, 1523.6011368262564, 1520.3480594708408, 1522.1377860656332, 1518.9039053541662, 1516.7924321486, 1519.7105542127754, 1522.5877446745476, 1525.0857522961069, 1527.5478136105628, 1529.974461162166, 1527.0295630107466, 1524.1258234060995, 1526.2628884498301, 1528.2437365065582, 1525.1973727762577, 1522.1929121161331, 1524.539556532945, 1526.852586995734, 1529.132551337782, 1526.7809420619553, 1524.4630268002472, 1522.1782578872042, 1520.0111598566536, 1517.8746434840873, 1515.7681688520659, 1512.7946933314552, 1514.862604804854, 1511.9017062569562, 1509.7867066509348, 1512.7013654106506, 1515.0730793220152, 1512.41077734544, 1509.7866624977246, 1512.679719349003, 1510.5320681018375, 1508.4146558724524, 1505.9423344965212, 1508.505580318512, 1506.0319505875486, 1503.5915479161783, 1506.1862314456428, 1503.7436097096231, 1501.3361079610336, 1499.0870467686805, 1501.8699826985098]",76,86,1.0,0.0,0.0
18,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/PHI.png&h=60,Phillies,NL East,"[1499.5293114042427, 1497.1983373713772, 1499.9007231434423, 1502.8443301371792, 1505.7467892435282, 1507.8760603392054, 1509.9754184732647, 1507.0453986574048, 1504.5320533156025, 1502.054877159879, 1499.6133404080463, 1496.8962918218592, 1499.2180995710762, 1501.5066971895708, 1498.87300463609, 1496.2771333396797, 1498.7185833046701, 1496.763782304529, 1499.8357085212185, 1502.865574092911, 1500.8536448437399, 1498.507000426928, 1496.193969964139, 1493.914005622091, 1490.891472480462, 1492.910684420653, 1494.9019759789644, 1497.1352283302233, 1499.3367527586759, 1501.5070951554817, 1504.677331660726, 1502.8050205186971, 1505.9578864278742, 1503.4318199352736, 1505.9421054590414, 1508.416266048363, 1510.8548320547955, 1512.700546516728, 1514.5215878922857, 1516.3184251268824, 1514.2757516644085, 1512.261428636806, 1514.7337500127371, 1512.1705041907462, 1514.6441339217097, 1516.9163825595351, 1519.156242741995, 1521.364262249151, 1518.139291336213, 1519.9570537728368]",87,75,66.0,0.0,3.0
19,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/WSH.png&h=60,Nationals,NL East,"[1409.764060024117, 1412.7622757485967, 1415.982925430588, 1414.1608541245528, 1417.3630065594623, 1415.592850375348, 1418.8459277307636, 1417.0562011359712, 1420.2900818474382, 1418.062064453812, 1415.8656854232215, 1413.7003992121145, 1411.5539215916872, 1414.4376622326206, 1417.2807805270927, 1415.376610850597, 1418.4982194399313, 1416.5774972277072, 1419.0752278509144, 1421.5370162164702, 1418.9633949163997, 1417.6983868112163, 1416.447091465188, 1420.209262453549, 1423.231795595178, 1421.212583654987, 1419.2212920966756, 1417.2370895853476, 1415.2801610698584, 1413.8555417362527, 1412.4475717276164, 1416.0559396908748, 1414.6280825205245, 1413.2169353373727, 1416.8221854648602, 1414.7593409293806, 1412.7252144078584, 1410.7192819590707, 1408.8328889907712, 1406.9719391700676, 1410.1359513327886, 1408.289154266816, 1406.4762217517066, 1409.6873389928644, 1412.8557639219086, 1411.115059041797, 1414.3970243682, 1417.6361311308856, 1420.8611020438234, 1419.0433396071996]",63,99,0.0,0.0,0.0
20,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/CHC.png&h=60,Cubs,NL Central,"[1479.1043905268173, 1481.4514209317965, 1478.7648311505209, 1476.443573259316, 1474.1555164968988, 1476.9001125113364, 1479.4922892503228, 1477.0471945411327, 1474.6372574115944, 1472.8592864620728, 1471.1046983650197, 1469.3730461381667, 1472.0900947243538, 1469.7682869751368, 1467.4796893566422, 1470.4245875080617, 1473.3283271127088, 1471.1912620689782, 1468.4498776607802, 1465.7476335404735, 1463.0840688908452, 1466.38610092644, 1469.6452473543723, 1467.8615768370698, 1470.6133820424684, 1468.3259279893148, 1471.0711166728918, 1468.7771214527347, 1466.4016274967614, 1464.0602095253466, 1461.7523209881463, 1464.6703970645133, 1467.547541938825, 1465.3841260461834, 1467.795265723177, 1470.1717694606396, 1472.5141811825076, 1475.4142333328634, 1478.2735139458143, 1476.092404156146, 1478.332331442678, 1480.5404169105755, 1482.717206862266, 1485.329655807993, 1482.9045620897377, 1480.6323134519123, 1478.3924532694525, 1476.1844337622965, 1478.9934966318342, 1476.7626754155192]",77,85,6.0,2.0,0.0
21,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/CIN.png&h=60,Reds,NL Central,"[1435.0114932871697, 1438.152959366782, 1436.2520003140849, 1439.376759070974, 1442.0328182221217, 1444.6507691544755, 1442.2311047117, 1439.805287946847, 1442.4143340409735, 1439.985882634411, 1438.3578816816662, 1436.7503915227367, 1435.1630195470577, 1438.2866122721157, 1436.3678644153374, 1439.475168931174, 1437.5402154660587, 1440.2815998742567, 1442.9838439945634, 1445.6474086441917, 1448.6364502789293, 1451.5839865782752, 1449.490342641331, 1447.4781416037522, 1445.493731937524, 1443.5366001073323, 1446.6062389625313, 1450.1583976260902, 1453.6681320630394, 1452.1352550085596, 1450.0169440201064, 1452.9283505793333, 1455.798884378459, 1457.9171476321978, 1460.0056941909222, 1462.065057443773, 1465.3475513448493, 1468.5871858546002, 1471.784048052289, 1474.0561228031966, 1476.2958120175208, 1478.5036634696803, 1481.7445756171128, 1479.9427122770605, 1478.164687756623, 1476.0222162104458, 1478.9098920097808, 1481.7569090654206, 1484.336468604717, 1481.8789280893982]",82,80,28.999999999999996,21.0,1.0
22,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/MIL.png&h=60,Brewers,NL Central,"[1520.5032842609312, 1523.6349014914633, 1521.7241393872469, 1519.8392795858526, 1521.6744373880001, 1523.4851225914563, 1525.2718008465868, 1522.685616756154, 1525.1366229545756, 1522.552381970185, 1520.3892610750718, 1518.2566519635332, 1521.1540151842344, 1519.1240393947933, 1522.1221816152813, 1525.0787513322532, 1522.513052984505, 1519.9842641465916, 1517.491866209366, 1520.0353324045843, 1517.7354512059069, 1520.4684191481174, 1518.1623440431201, 1520.1745450806989, 1522.158954746927, 1524.1160865771187, 1521.0464477219198, 1523.5589021864744, 1526.0352003380128, 1523.4758721254427, 1520.1456873164693, 1516.8584107510592, 1513.6140007827996, 1510.943328893952, 1508.3109491087598, 1510.3666320441378, 1512.393727235673, 1514.3927572528396, 1511.7914422994154, 1514.2275216922005, 1511.628580855036, 1514.2039507977302, 1511.7422780315474, 1514.3160131954933, 1516.7564158668636, 1514.1617323373991, 1516.6043540734188, 1519.0118558220083, 1515.9431598079116, 1517.9165052144153]",86,76,80.0,73.0,3.0
23,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/PIT.png&h=60,Pirates,NL Central,"[1450.1850760015632, 1448.4417693833698, 1446.7211827708013, 1449.2548945003794, 1446.7521452317687, 1444.285411455673, 1442.2839617033476, 1440.3101050546575, 1443.363330389334, 1441.007958484898, 1443.6863411183276, 1446.4550061391851, 1444.18422280134, 1441.945803315427, 1444.7081410696892, 1442.4311009386834, 1440.1865295947182, 1443.3594557013294, 1441.4898235738924, 1439.645317814031, 1437.7201720928817, 1440.821198825459, 1443.8800008120988, 1446.9000734216827, 1449.8784178634057, 1452.8153378291213, 1454.937524526964, 1452.0299244922942, 1449.163163525233, 1452.1366390458436, 1450.0687275724447, 1453.0296261203425, 1450.618486443349, 1448.2419827058864, 1445.8995709840183, 1443.8438880486403, 1441.8167928571052, 1439.8177628399385, 1437.5778355534064, 1435.369750085509, 1433.1929601338184, 1431.0502349651024, 1433.9376616345426, 1431.7844318569441, 1429.6615396374073, 1432.672777264296, 1435.6423483755493, 1438.5705628546943, 1441.639258868791, 1439.6659134622873]",72,90,1.0,1.0,0.0
